,Series Name,Description,Frequency,Start,End
21519,FL113070313.Q,Nonfinancial noncorporate business; trade receivables due from the federal government; asset,Q,12-31-1945,09-30-2014
21520,FL113169303.A,"Nonfinancial noncorporate business; Farm Credit System loans, excluding noncorporate farms; liability",A,12-31-1945,12-31-2013
21521,FL135010005.Q,Farm business; land at market value,Q,12-31-1945,09-30-2014
21522,FL143061005.A,Nonfinancial business; total U.S. government securities; asset,A,12-31-1945,12-31-2013
21523,FL153099005.Q,Households and nonprofit organizations; other financial assets ,Q,12-31-1945,09-30-2014
21524,FL155010103.Q,Households; vacant land,Q,12-31-1945,09-30-2014
21525,FL155035013.A,Households; owner-occupied real estate at market value,A,12-31-1945,12-31-2013
21526,FL162050023.A,Nonprofit organizations; federal funds and security repurchase agreements held by 501c3-9 organizations; asset,A,12-31-1945,12-31-2013
21527,FL163062023.Q,Nonprofit organizations; municipal securities and loans held by 501c3-9 organizations; asset,Q,12-31-1945,09-30-2014
21528,FL163067013.A,Nonprofit organizations; security credit held by private foundations; asset,A,12-31-1945,12-31-2013
21529,FL163067013.Q,Nonprofit organizations; security credit held by private foundations; asset,Q,12-31-1945,09-30-2014
21530,FL263061130.A,Rest of the world; Treasury securities held by foreign official institutions; asset,A,12-31-1945,12-31-2013
21531,FL263061715.Q,Rest of the world; short-term agency- and GSE-backed securities; asset,Q,12-31-1945,09-30-2014
21532,FL263130305.A,Rest of the world; negotiable certificates of deposit; liability,A,12-31-1945,12-31-2013
21533,FL263191003.Q,Rest of the world; U.S. private deposits; liability,Q,12-31-1945,09-30-2014
21534,FL264122603.A,"Rest of the world; long-term debt securities, including negotiable certificates of deposit; liability ",A,12-31-1945,12-31-2013
21535,FL272050063.Q,International banking facilities of U.S.-chartered depository institutions; security repurchase agreements; asset,Q,12-31-1945,09-30-2014
21536,FL273135003.A,"International banking facilities of U.S.-chartered depository institutions; large time deposits, excluding nontransaction deposits due to depository institutions in the U.S.; liability",A,12-31-1945,12-31-2013
21537,FL274090005.Q,International banking facilities of U.S.-chartered depository institutions; total assets ,Q,12-31-1945,09-30-2014
21538,FL283068463.Q,International banking facilities of foreign banking offices in U.S.; depository institution loans n.e.c. to foreign official institutions; asset,Q,12-31-1945,09-30-2014
21539,FL283068485.Q,International banking facilities of foreign banking offices in U.S.; depository institution loans n.e.c. to foreigners other than foreign official institutions and foreign banks; asset,Q,12-31-1945,09-30-2014
21540,FL283193003.A,International banking facilities of foreign banking offices in U.S.; unidentified miscellaneous liabilities,A,12-31-1945,12-31-2013
21541,FL284110005.Q,International banking facilities of foreign banking offices in U.S.; net interbank transactions; liability,Q,12-31-1945,09-30-2014
21542,FL213061103.Q,"State and local governments, excluding employee retirement funds; Treasury securities, excluding SLGS; asset",Q,12-31-1945,09-30-2014
21543,FL215013665.A,"State and local governments, excluding employee retirement funds; nonresidential structures, current cost basis",A,12-31-1945,12-31-2013
21544,FL263061025.A,Rest of the world; total U.S. government securities held by private foreigners; asset,A,12-31-1945,12-31-2013
21545,FL263061745.Q,Rest of the world; agency- and GSE-backed securities held by private foreigners; asset,Q,12-31-1945,09-30-2014
21546,FL263111545.A,"Rest of the world; other U.S. reserve assets, other claims; liability ",A,12-31-1945,12-31-2013
21547,FL263192001.Q,Rest of the world; U.S. direct investment abroad; liability (current cost),Q,12-31-1945,09-30-2014
21548,FL264022600.A,Rest of the world; long-term debt securities; asset ,A,12-31-1945,12-31-2013
21549,FL283091703.Q,International banking facilities of foreign banking offices in U.S.; interbank transactions due from domestic affiliates; asset,Q,12-31-1945,09-30-2014
21550,FL283192605.A,International banking facilities of foreign banking offices in U.S.; interbank transactions due to foreign affiliates; liability,A,12-31-1945,12-31-2013
21551,FL284135103.Q,International banking facilities of foreign banking offices in U.S.; other borrowed money excluding transactions with related depository institutions; liability,Q,12-31-1945,09-30-2014
21552,FU283020763.Q,International banking facilities of foreign banking offices in U.S.; transaction deposits due from depository institutions in the U.S.; asset,Q,12-31-1946,09-30-2014
21553,FR746330043.Q,"Banks in U.S.-affiliated areas; consumption of fixed capital, nonresidential research and development, current cost basis",Q,03-31-1947,09-30-1951
21554,FU135090005.Q,Farm business; gross investment,Q,12-31-1946,09-30-2014
21555,FR154002005.Q,Households and nonprofit organizations; credit and equity market instruments; asset,Q,12-31-1946,09-30-2014
21556,FL113170003.A,"Nonfinancial noncorporate business; trade payables, excluding noncorporate farms; liability",A,12-31-1945,12-31-2013
21557,FL134090003.A,Farm business; total financial assets,A,12-31-1945,12-31-2013
21558,FL134141005.Q,Farm business; short-term loans; liability,Q,12-31-1945,09-30-2014
21559,FL135013265.A,"Farm business; nonresidential equipment, current cost basis",A,12-31-1945,12-31-2013
21560,FL152090035.A,Households and nonprofit organizations; other components of net worth (projection),A,12-31-1945,12-31-2013
21561,FL153064005.Q,Households and nonprofit organizations; corporate equities and mutual fund shares; asset,Q,12-31-1945,09-30-2014
21562,FL153166113.A,"Households and nonprofit organizations; revolving consumer credit, credit cards; liability",A,12-31-1945,12-31-2013
21563,FL162090223.A,Nonprofit organizations; proprietors' equity in noncorporated business held by 501c3-9 organizations; asset,A,12-31-1945,12-31-2013
21564,FL163030013.Q,Nonprofit organizations; total time and savings deposits held by private foundations; asset,Q,12-31-1945,09-30-2014
21565,FL163061005.A,Nonprofit organizations; total U.S. government securities; asset,A,12-31-1945,12-31-2013
21566,FL163065023.Q,Nonprofit organizations; total mortgages held by 501c3-9 organizations; asset,Q,12-31-1945,09-30-2014
21567,FL163070023.A,Nonprofit organizations; trade receivables held by 501c3-9 organizations; asset,A,12-31-1945,12-31-2013
21568,FL163165803.Q,Nonprofit organizations; commercial mortgages and depository institution loans n.e.c; liability,Q,12-31-1945,09-30-2014
21569,FL164190013.A,Nonprofit organizations; total liabilities held by private foundations,A,12-31-1945,12-31-2013
21570,FL283135005.A,"International banking facilities of foreign banking offices in U.S.; large time deposits, excluding nontransaction deposits due to depository institutions in the U.S.; liability",A,12-31-1945,12-31-2013
21571,FL313064503.A,Federal government; corporate equities issued by funding corporations (AIG) under the federal financial stabilization programs; asset ,A,12-31-1945,12-31-2013
21572,FU404090433.A,Government-sponsored enterprises; total assets held by FHLB (balance sheet) ,A,12-31-1946,12-31-2013
21573,FU523062005.Q,Insurance companies; municipal securities and loans; asset,Q,12-31-1946,09-30-2014
21574,FU235013063.A,"Noncorporate farm business; gross fixed investment, nonresidential structures",A,12-31-1946,12-31-2013
21575,FR272050005.Q,International banking facilities of U.S.-chartered depository institutions; federal funds and security repurchase agreements; asset,Q,12-31-1946,09-30-2014
21576,FR673069503.Q,Issuers of asset-backed securities; nonfinancial business loans securitized by finance companies; asset,Q,12-31-1946,09-30-2014
21577,FU265000045.A,Rest of the world; net lending (+) or borrowing (-) (financial account) plus foreign corporate equities,A,12-31-1946,12-31-2013
21578,FL543064005.Q,Life insurance companies; corporate equities and mutual fund shares; asset,Q,12-31-1945,09-30-2014
21579,FU666330005.A,"Security brokers and dealers; consumption of fixed capital, nonresidential structures, equipment, and intellectual property products, current cost basis",A,12-31-1946,12-31-2013
21580,FU666330053.Q,"Security brokers and dealers; consumption of fixed capital, nonresidential entertainment, literary, and artistic originals, current cost basis",Q,12-31-1946,09-30-2014
21581,FU516330005.A,"Property-casualty insurance companies; consumption of fixed capital, nonresidential structures, equipment, and intellectual property products",A,12-31-1946,12-31-2013
21582,FR663167003.Q,Security brokers and dealers; payable to customers and non-customers; liability,Q,12-31-1946,09-30-2014
21583,FU106330005.A,"Nonfinancial corporate business; consumption of fixed capital, nonresidential structures, equipment, and intellectual property products, current cost basis",A,12-31-1946,12-31-2013
21584,FL164000025.A,Nonprofit organizations; total currency and deposits including money market fund shares; asset,A,12-31-1945,12-31-2013
21585,FL183168005.Q,Corporate farm business; depository institution loans n.e.c.; liability,Q,12-31-1945,09-30-2014
21586,FL185013265.A,"Corporate farm business; nonresidential equipment, current cost basis",A,12-31-1945,12-31-2013
21587,FL215010103.Q,"State and local governments, excluding employee retirement funds; vacant land ",Q,12-31-1945,09-30-2014
21588,FL223061055.Q,State and local government employee defined contribution retirement funds; total U.S. government securities; asset,Q,12-31-1945,09-30-2014
21589,FL223063263.A,State and local government employee defined benefit retirement funds; foreign corporate bonds; asset,A,12-31-1945,12-31-2013
21590,FL223095573.A,State and local government employee defined contribution retirement funds; general accounts unallocated insurance contracts; asset,A,12-31-1945,12-31-2013
21591,FL233169005.Q,Noncorporate farm business; other loans and advances; liability,Q,12-31-1945,09-30-2014
21592,FL235000005.Q,Noncorporate farm business; net lending (+) or borrowing (-) (financial account),Q,12-31-1945,09-30-2014
21593,FL263030305.A,Rest of the world; negotiable certificates of deposit; asset,A,12-31-1945,12-31-2013
21594,FL263070313.Q,Rest of the world; trade receivables due from the federal government; asset,Q,12-31-1945,09-30-2014
21595,FL263130323.A,Rest of the world; long-term negotiable certificates of deposit; liability,A,12-31-1945,12-31-2013
21596,FL263130323.Q,Rest of the world; long-term negotiable certificates of deposit; liability,Q,12-31-1945,09-30-2014
21597,FL273063003.Q,International banking facilities of U.S.-chartered depository institutions; corporate and foreign bonds; asset,Q,12-31-1945,09-30-2014
21598,FU753068110.A,Foreign banking offices in the U.S.; commercial and industrial loans and leases to U.S. addressees; asset,A,12-31-1946,12-31-2013
21599,FU403164143.A,Government-sponsored enterprises; corporate equities of Farm Credit System; liability,A,12-31-1946,12-31-2013
21600,FU166330033.A,"Nonprofit organizations; consumption of fixed capital, nonresidential software, current cost basis",A,12-31-1946,12-31-2013
21601,FU403069133.A,Government-sponsored enterprises; commercial paper held by FHLB; asset,A,12-31-1946,12-31-2013
21602,FU403069143.A,Government-sponsored enterprises; commercial paper held by Farm Credit System; asset,A,12-31-1946,12-31-2013
21603,FR263061733.Q,Rest of the world; agency- and GSE-backed securities held by foreign official institutions; asset,Q,12-31-1946,09-30-2014
21604,FU316231041.Q,"Federal government; taxes on corporate income, other than Federal Reserve banks (accrual basis)",Q,12-31-1946,09-30-2014
21605,FR313065453.A,Federal government; multifamily residential mortgages held by RTC; asset,A,12-31-1946,12-31-2013
21606,FL175012263.Q,"Personal sector; residential equipment, current cost basis",Q,12-31-1945,09-30-2014
21607,FL182010005.A,Corporate farm business; nonfinancial assets ,A,12-31-1945,12-31-2013
21608,FL183076005.Q,Corporate farm business; insurance receivables due from property-casualty insurance companies; asset,Q,12-31-1945,09-30-2014
21609,FL185020005.Q,Corporate farm business; inventories,Q,12-31-1945,09-30-2014
21610,FL213061005.A,"State and local governments, excluding employee retirement funds; total U.S. government securities; asset",A,12-31-1945,12-31-2013
21611,FL213064005.Q,"State and local governments, excluding employee retirement funds; corporate equities and mutual fund shares; asset",Q,12-31-1945,09-30-2014
21612,FL223064213.Q,State and local government employee retirement funds; corporate equities held indirectly through mutual funds; asset,Q,12-31-1945,09-30-2014
21613,FL224002005.A,State and local government employee retirement funds; credit and equity market instruments; asset,A,12-31-1945,12-31-2013
21614,FL234190005.Q,Noncorporate farm business; total liabilities ,Q,12-31-1945,09-30-2014
21615,FL235013465.A,"Noncorporate farm business; nonresidential research and development, current cost basis",A,12-31-1945,12-31-2013
21616,FL235020005.Q,Noncorporate farm business; inventories,Q,12-31-1945,09-30-2014
21617,FL263064003.Q,"Rest of the world; U.S. corporate equities, mutual fund shares, and money market fund shares; asset",Q,12-31-1945,09-30-2014
21618,FL263111513.A,"Rest of the world; other U.S. reserve assets, currency and deposits; liability ",A,12-31-1945,12-31-2013
21619,FL264122603.Q,"Rest of the world; long-term debt securities, including negotiable certificates of deposit; liability ",Q,12-31-1945,09-30-2014
21620,FU753063003.Q,Foreign banking offices in the U.S.; corporate and foreign bonds; asset,Q,12-31-1946,09-30-2014
21621,FU403065693.A,Government-sponsored enterprises; farm mortgages held by Farm Credit System; asset (USDA),A,12-31-1946,12-31-2013
21622,FR653062063.Q,Mutual funds; municipal securities and loans; asset (market value),Q,12-31-1946,09-30-2014
21623,FU403164183.A,Government-sponsored enterprises; corporate equities of Sallie Mae; liability,A,12-31-1946,12-31-2013
21624,FL543069473.A,"Life insurance companies, general accounts; policy loans; asset",A,12-31-1945,12-31-2013
21625,FL543195085.A,"Life insurance companies, separate accounts; insurance reserves, excluding life insurance reserves and pension entitlements; liability",A,12-31-1945,12-31-2013
21626,FL545013105.Q,"Life insurance companies; fixed assets, book value",Q,12-31-1945,09-30-2014
21627,FL545013565.Q,"Life insurance companies; nonresidential entertainment, literary, and artistic originals, current cost basis",Q,12-31-1945,09-30-2014
21628,FL573020033.A,Private defined contribution pension funds; checkable deposits and currency; asset,A,12-31-1945,12-31-2013
21629,FL573061113.A,Private defined contribution pension funds; Treasury bills held by 403(b) plans; asset,A,12-31-1945,12-31-2013
21630,FL573064213.Q,Private defined contribution pension funds; corporate equities held indirectly through mutual funds; asset,Q,12-31-1945,09-30-2014
21631,FL573095373.Q,Private defined contribution pension funds; general accounts unallocated insurance contracts; asset,Q,12-31-1945,09-30-2014
21632,FL575013565.A,"Private pension funds; nonresidential entertainment, literary, and artistic originals, current cost basis",A,12-31-1945,12-31-2013
21633,FL583069105.Q,Insurance companies and pension funds; commercial paper; asset,Q,12-31-1945,09-30-2014
21634,FL583190005.A,Insurance companies and pension funds; total miscellaneous liabilities,A,12-31-1945,12-31-2013
21635,FL585013565.A,"Insurance companies and pension funds; nonresidential entertainment, literary, and artistic originals, current cost basis",A,12-31-1945,12-31-2013
21636,FL613066000.Q,"Finance companies; consumer credit, including captive retail finance companies (since 1992); asset",Q,12-31-1945,09-30-2014
21637,FU673065203.A,Issuers of asset-backed securities; home equity lines of credit; asset ,A,12-31-1991,12-31-2013
21638,FU516330053.A,"Property-casualty insurance companies; consumption of fixed capital, nonresidential entertainment, literary, and artistic originals, current cost basis",A,12-31-1946,12-31-2013
21639,FL313065673.A,Federal government; farm mortgages held by Federal Farmers Home Administration (FmHA); asset,A,12-31-1945,12-31-2013
21640,FL313065683.A,Federal government; farm mortgages held by Federal Financing Bank; asset,A,12-31-1945,12-31-2013
21641,FL315010103.A,Federal government; net sales of land and auction of the radio spectrum ,A,12-31-1945,12-31-2013
21642,FL315013665.Q,"Federal government; nonresidential structures, current cost basis",Q,12-31-1945,09-30-2014
21643,FL402150013.A,Government-sponsored enterprises; federal funds and security repurchase agreements held by Fannie Mae; liability,A,12-31-1945,12-31-2013
21644,FL402150033.A,Government-sponsored enterprises; federal funds and security repurchase agreements held by FHLB; liability,A,12-31-1945,12-31-2013
21645,FL403061153.A,Government-sponsored enterprises; Treasury securities held by Farmer Mac; asset,A,12-31-1945,12-31-2013
21646,FL403061183.Q,Government-sponsored enterprises; Treasury securities held by Sallie Mae; asset,Q,12-31-1945,09-30-2014
21647,FL403061193.Q,Government-sponsored enterprises; special U.S. Treasury securities held by FHLB; asset,Q,12-31-1945,09-30-2014
21648,FL403062185.Q,Government-sponsored enterprises; Sallie Mae public academic facilities financing; asset,Q,12-31-1945,09-30-2014
21649,FL273193003.A,International banking facilities of U.S.-chartered depository institutions; unidentified miscellaneous liabilities,A,12-31-1945,12-31-2013
21650,FL282050073.A,International banking facilities of foreign banking offices in U.S.; federal funds; asset,A,12-31-1945,12-31-2013
21651,FL283135003.Q,International banking facilities of foreign banking offices in U.S.; large time deposits; liability,Q,12-31-1945,09-30-2014
21652,FL284090005.Q,International banking facilities of foreign banking offices in U.S.; total financial assets ,Q,12-31-1945,09-30-2014
21653,FL284110005.A,International banking facilities of foreign banking offices in U.S.; net interbank transactions; liability,A,12-31-1945,12-31-2013
21654,FL313023030.A,Federal government; tax and loan amounts; asset,A,12-31-1945,12-31-2013
21655,FU843069175.Q,"Monetary authority, private depository institutions, and money market mutual funds; open market paper; asset",Q,12-31-1946,09-30-2014
21656,FU665013665.Q,"Security brokers and dealers; nonresidential structures, current cost basis",Q,12-31-1946,09-30-2014
21657,FU103169505.A,Nonfinancial corporate business; finance companies and ABS issuers loans; liability,A,12-31-1946,12-31-2013
21658,FR662010005.A,Security brokers and dealers; nonfinancial assets,A,12-31-1946,12-31-2013
21659,FR662010005.Q,Security brokers and dealers; nonfinancial assets,Q,12-31-1946,09-30-2014
21660,FU407005075.Q,Government-sponsored enterprises; sector discrepancy of REFCORP,Q,12-31-1946,09-30-2014
21661,FU763064103.Q,"U.S.-chartered depository institutions; corporate equities, including Federal Reserve stock and equity in GSEs; asset",Q,12-31-1946,09-30-2014
21662,FU103092403.A,"Nonfinancial corporate business; equity in Fannie Mae, excluding corporate farms; asset",A,12-31-1946,12-31-2013
21663,FU284090005.Q,International banking facilities of foreign banking offices in U.S.; total financial assets ,Q,12-31-1946,09-30-2014
21664,FR663070663.Q,Security brokers and dealers; receivables due from other brokers and dealers and clearing organizations; asset,Q,12-31-1946,09-30-2014
21665,FU106330025.A,"Nonfinancial corporate business; consumption of fixed capital, nonresidential equipment, current cost basis",A,12-31-1946,12-31-2013
21666,FU673065403.A,"Issuers of asset-backed securities; multifamily residential mortgages, including REIT securitized multifamily residential mortgages; asset",A,12-31-1946,12-31-2013
21667,FU516330033.A,"Property-casualty insurance companies; consumption of fixed capital, nonresidential software, current cost basis",A,12-31-1946,12-31-2013
21668,FL313064613.Q,Federal government; corporate equities issued by bank-holding companies (GMAC) under the federal financial stabilization programs; asset ,Q,12-31-1945,09-30-2014
21669,FL313065143.A,Federal government; home mortgages held by Public Housing Administration (PHA); asset,A,12-31-1945,12-31-2013
21670,FL313065583.A,Federal government; commercial mortgages held by Federal Financing Bank; asset,A,12-31-1945,12-31-2013
21671,FR163062013.A,Nonprofit organizations; municipal securities and loans held by private foundations; asset,A,12-31-1946,12-31-2013
21672,FR343099040.Q,Federal government retirement funds; nonmarketable Treasury securities held by Foreign Service Retirement and Disability Fund; asset,Q,12-31-1946,09-30-2014
21673,FU105114003.A,Nonfinancial corporate business; U.S. real estate owned by foreigners; liability,A,12-31-1946,12-31-2013
21674,FL272150015.Q,International banking facilities of U.S.-chartered depository institutions; federal funds and security repurchase agreements (net); liability ,Q,12-31-1945,09-30-2014
21675,FL282150005.A,International banking facilities of foreign banking offices in U.S.; federal funds and security repurchase agreements; liability,A,12-31-1945,12-31-2013
21676,FL284016203.Q,International banking facilities of foreign banking offices in U.S.; deposits at foreign banks; asset,Q,12-31-1945,09-30-2014
21677,FL284135173.Q,International banking facilities of foreign banking offices in U.S.; other borrowed money owed to nonrelated commercial banks in U.S.; liability,Q,12-31-1945,09-30-2014
21678,FU845000905.Q,"Monetary authority, private depository institutions, and money market mutual funds; net lending (+) or borrowing (-) (capital account)",Q,12-31-1946,09-30-2014
21679,FU166330033.Q,"Nonprofit organizations; consumption of fixed capital, nonresidential software, current cost basis",Q,12-31-1946,09-30-2014
21680,FU403069113.Q,Government-sponsored enterprises; commercial paper held by Fannie Mae (includes all GSEs before 2000:Q4); asset,Q,12-31-1946,09-30-2014
21681,FR653063063.A,Mutual funds; corporate and foreign bonds; asset (market value),A,12-31-1946,12-31-2013
21682,FR663061005.Q,Security brokers and dealers; total U.S. government securities; asset,Q,12-31-1946,09-30-2014
21683,FU763065100.A,U.S.-chartered depository institutions; home mortgages; asset (Call Report),A,12-31-1946,12-31-2013
21684,FU403065643.Q,Government-sponsored enterprises; farm mortgages held by Farm Credit System; asset ,Q,12-31-1946,09-30-2014
21685,FR263061130.Q,Rest of the world; Treasury securities held by foreign official institutions; asset,Q,12-31-1946,09-30-2014
21686,FU103164193.Q,Nonfinancial corporate business; intercompany holdings; liability,Q,12-31-1946,09-30-2014
21687,FU166330063.Q,"Nonprofit organizations; consumption of fixed capital, nonresidential structures, current cost basis",Q,12-31-1946,09-30-2014
21688,FU106320023.A,"Nonfinancial corporate business; consumption of fixed capital, residential equipment, current cost basis",A,12-31-1946,12-31-2013
21689,FR263030313.Q,Rest of the world; short-term negotiable certificates of deposit; asset,Q,12-31-1946,09-30-2014
21690,FR263061025.A,Rest of the world; total U.S. government securities held by private foreigners; asset,A,12-31-1946,12-31-2013
21691,FU403065653.Q,Government-sponsored enterprises; farm mortgages held by Farmer Mac; asset ,Q,12-31-1946,09-30-2014
21692,FR646330053.Q,"Real estate investment trusts; consumption of fixed capital, nonresidential entertainment, literary, and artistic originals, current cost basis",Q,03-31-1947,09-30-1951
21693,FL615013265.Q,"Finance companies; nonresidential equipment excluding securitized equipment, current cost basis",Q,12-31-1945,09-30-2014
21694,FL644102005.A,Real estate investment trusts; credit and equity market instruments; liability,A,12-31-1945,12-31-2013
21695,FL662090263.Q,"Security brokers and dealers; proprietors' equity in noncorporate business, including noncorporate foreign direct investment in U.S. ",Q,12-31-1945,09-30-2014
21696,FL663070663.A,Security brokers and dealers; receivables due from other brokers and dealers and clearing organizations; asset,A,12-31-1945,12-31-2013
21697,FL673065203.Q,Issuers of asset-backed securities; home equity lines of credit; asset ,Q,09-30-1990,09-30-2014
21698,FL693061705.Q,Non-MMF investment funds; agency- and GSE-backed securities; asset,Q,12-31-1945,09-30-2014
21699,FL703065105.A,"Private depository institutions; home mortgages, including farm houses; asset",A,12-31-1945,12-31-2013
21700,FL703129205.A,Private depository institutions; checkable deposits due to private domestic sectors; liability,A,12-31-1945,12-31-2013
21701,FL708200005.Q,Private depository institutions; changes in net worth due to nominal holding gains/losses (IMA),Q,12-31-1945,09-30-2014
21702,FL713061925.Q,Monetary authority; long-term agency mortgage-backed securities; asset,Q,12-31-1945,09-30-2014
21703,FL715013123.A,"Monetary authority; furniture and equipment, book value",A,12-31-1945,12-31-2013
21704,FL735013665.Q,"Holding companies; nonresidential structures, current cost basis",Q,12-31-1945,09-30-2014
21705,FL744022003.A,Banks in U.S.-affiliated areas; debt securities; asset,A,12-31-1945,12-31-2013
21706,FL753068123.Q,Foreign banking offices in the U.S.; commercial and industrial loans and leases to foreign addressees; asset,Q,12-31-1945,09-30-2014
21707,FR646330063.Q,"Real estate investment trusts; consumption of fixed capital, nonresidential structures, current cost basis",Q,03-31-1947,09-30-1951
21708,FR653061063.Q,Mutual funds; total U.S. government securities; asset (market value),Q,12-31-1946,09-30-2014
21709,FU166330023.Q,"Nonprofit organizations; consumption of fixed capital, nonresidential equipment, current cost basis",Q,12-31-1946,09-30-2014
21710,FU403069143.Q,Government-sponsored enterprises; commercial paper held by Farm Credit System; asset,Q,12-31-1946,09-30-2014
21711,FR263063103.A,Rest of the world; corporate bonds issued by Netherlands Antillean Financial subsidiaries of U.S. corporations; asset,A,12-31-1946,12-31-2013
21712,FL403064153.A,Government-sponsored enterprises; corporate equities held by Farmer Mac; asset,A,12-31-1945,12-31-2013
21713,FL403065025.Q,Government-sponsored enterprises; total mortgages held by Freddie Mac; asset,Q,12-31-1945,09-30-2014
21714,FL403065643.A,Government-sponsored enterprises; farm mortgages held by Farm Credit System; asset ,A,12-31-1945,12-31-2013
21715,FL403069113.Q,Government-sponsored enterprises; commercial paper held by Fannie Mae (includes all GSEs before 2000:Q4); asset,Q,12-31-1945,09-30-2014
21716,FL403069123.Q,Government-sponsored enterprises; commercial paper held by Freddie Mac; asset,Q,12-31-1945,09-30-2014
21717,FL403161713.Q,Government-sponsored enterprises; GSE issues of Fannie Mae (includes all GSEs before 2000:Q4); liability,Q,12-31-1945,09-30-2014
21718,FL403193015.A,Government-sponsored enterprises; unidentified miscellaneous liabilities of Fannie Mae (includes all GSEs before 2000:Q4),A,12-31-1945,12-31-2013
21719,FL403193045.Q,Government-sponsored enterprises; unidentified miscellaneous liabilities of Farm Credit System,Q,12-31-1945,09-30-2014
21720,FL404090025.A,Government-sponsored enterprises; total financial assets held by Freddie Mac,A,12-31-1945,12-31-2013
21721,FL404090055.Q,Government-sponsored enterprises; total financial assets held by Farmer Mac,Q,12-31-1945,09-30-2014
21722,FL404090065.Q,Government-sponsored enterprises; total financial assets held by FICO,Q,12-31-1945,09-30-2014
21723,FL404190035.Q,Government-sponsored enterprises; total liabilities of FHLB,Q,12-31-1945,09-30-2014
21724,FL405013143.A,"Government-sponsored enterprises; premises and equipment of Farm Credit System, book value",A,12-31-1945,12-31-2013
21725,FL405013365.Q,"Government-sponsored enterprises; nonresidential software, current cost basis",Q,12-31-1945,09-30-2014
21726,FR263094733.Q,Rest of the world; foreign affiliates transactions due from holding companies; asset,Q,12-31-1946,09-30-2014
21727,FU413065120.A,Agency-and GSE-backed mortgage pools; home mortgages held in a Freddie Mac pool; asset,A,12-31-1946,12-31-2013
21728,FR263130305.Q,Rest of the world; negotiable certificates of deposit; liability,Q,12-31-1946,09-30-2014
21729,FL313065413.Q,Federal government; multifamily residential mortgages held by GNMA; asset,Q,12-31-1945,09-30-2014
21730,FU753030003.Q,Foreign banking offices in the U.S.; total time and savings deposits at banks in the U.S.; asset,Q,12-31-1946,09-30-2014
21731,FR263061005.A,Rest of the world; total U.S. government securities (market value beginning 1976:Q4); asset ,A,12-31-1946,12-31-2013
21732,FR653061003.Q,Mutual funds; total U.S. government securities; asset,Q,12-31-1946,09-30-2014
21733,FU665080003.Q,Security brokers and dealers; equity capital,Q,12-31-1946,09-30-2014
21734,FU763061005.Q,U.S.-chartered depository institutions; total U.S. government securities; asset,Q,12-31-1946,09-30-2014
21735,FU836330025.Q,"Private domestic sectors; consumption of fixed capital, nonresidential equipment, current cost basis",Q,12-31-1946,09-30-2014
21736,FL313065173.A,Federal government; home mortgages held by Federal Farmers Home Administration (FmHA); asset,A,12-31-1945,12-31-2013
21737,FL313065183.A,Federal government; home mortgages held by Federal Financing Bank; asset,A,12-31-1945,12-31-2013
21738,FL313065443.Q,Federal government; multifamily residential mortgages held by Public Housing Administration (PHA); asset,Q,12-31-1945,09-30-2014
21739,FL313161005.Q,"Federal government; Treasury securities, including U.S. savings securities, and budget agency securities; liability",Q,12-31-1945,09-30-2014
21740,FL314002005.A,Federal government; credit and equity market instruments; asset,A,12-31-1945,12-31-2013
21741,FL344090035.A,Federal government retirement funds; total financial assets excluding nonmarketable Treasury securities,A,12-31-1945,12-31-2013
21742,FL344190043.A,Federal government defined benefit retirement funds; pension entitlements (total liabilities) (BEA),A,12-31-1945,12-31-2013
21743,FL313065613.A,Federal government; farm mortgages held by GNMA; asset,A,12-31-1945,12-31-2013
21744,FL313161100.Q,"Federal government; Treasury securities, excluding U.S. savings securities; liability",Q,12-31-1945,09-30-2014
21745,FL315013865.Q,"Federal government; nonresidential structures, equipment, and intellectual property products, current cost basis",Q,12-31-1945,09-30-2014
21746,FL363196015.Q,General government (consolidated); other accounts payable including SDR allocations; liability (IMA),Q,12-31-1945,09-30-2014
21747,FL402050043.A,Government-sponsored enterprises; federal funds and security repurchase agreements held by Farm Credit System; asset,A,12-31-1945,12-31-2013
21748,FL403020053.Q,Government-sponsored enterprises; checkable deposits and currency held by Farmer Mac; asset,Q,12-31-1945,09-30-2014
21749,FL403061733.Q,Government-sponsored enterprises; agency- and GSE-backed securities held by FHLB; asset,Q,12-31-1945,09-30-2014
21750,FL403063033.Q,Government-sponsored enterprises; corporate and foreign bonds held by FHLB; asset,Q,12-31-1945,09-30-2014
21751,FL403063653.A,Government-sponsored enterprises; mortgage-backed securities and other asset-backed bonds held by Farmer Mac; asset,A,12-31-1945,12-31-2013
21752,FL403065045.Q,Government-sponsored enterprises; total mortgages held by Farm Credit System; asset,Q,12-31-1945,09-30-2014
21753,FL403069133.Q,Government-sponsored enterprises; commercial paper held by FHLB; asset,Q,12-31-1945,09-30-2014
21754,FL403069143.Q,Government-sponsored enterprises; commercial paper held by Farm Credit System; asset,Q,12-31-1945,09-30-2014
21755,FL403161733.Q,Government-sponsored enterprises; GSE issues of FHLB; liability,Q,12-31-1945,09-30-2014
21756,FR163020013.Q,Nonprofit organizations; checkable deposits and currency held by private foundations; asset,Q,12-31-1946,09-30-2014
21757,FU403093023.Q,Government-sponsored enterprises; unidentified miscellaneous assets held by Freddie Mac,Q,12-31-1946,09-30-2014
